"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"0aeba43a3127680510052ce08aff6820","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA,NA
"8e8f8e63743dd018973de35c73a0aca6","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Cucumis",NA
"c679e14c789acd1127c1542dec394e46","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Malus",NA
"0d71c12227f08234d9185ff62fbae7cd","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria",NA,NA
"e6659bef0e18a1b79671a58ad09e1981","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita",NA
"0701827598be76405b59597bce99a2a1","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"d891b20fcd5c67c919c81dd7dfa1f29a","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter",NA
"d808fb59707b01e9c7c0c24f792b8654","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"fe937ab2f8f0e74c7c7f1b68c5104f2c","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA
"3a2e85f5d11be91ee8ba81437f7879a2","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella",NA
"7ecc022ccbf2db003b119b93662eefe3","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"a42cadccd77c6af00a568a72ca6ce6fc","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA,NA
"5f4b6b2ca2ecf1111e99d6eae66815cb","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Tatlockia",NA
"9d683593ad954a044bbeed3086a1253f","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"bb1f21bedd008409f5ea8dd1dd08dc4f","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae",NA,NA
"3fcb43c73163f2418fd7ce161991382e","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",NA
"8ea3133ca7a93c3a7a6884d2cd88c12b","Bacteria","Spirochaetes","[Leptospirae]","[Leptospirales]","Leptospiraceae","Leptospira",NA
"dd4e7c97b5616429ab3dd4276f3ad60c","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","OM27",NA,NA
"1051d95cd0ed019985a3578b3b3ac7af","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"fc2e338a20116214fe52945f1b056c6a","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"0e5fa062cde9176a650ab7aa7526850c","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae",NA,NA
"af2b550ce63852303078456d2bd553f9","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae",NA,NA
"d6353b6dbe606fef91e346b8e407e013","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA
"de9ff9ec34ac2fe314f5e3a3b9c41d9d","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","AK1AB1_02E",NA,NA
"5eb7d256bca05e62e6eab569be3d2518","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA,NA
"412e442529412ace27133d42b033ad27","Bacteria","Actinobacteria","OPB41",NA,NA,NA,NA
"dae09e24362a2c51e0694945e676f74c","Bacteria","Actinobacteria","MB-A2-108","0319-7L14",NA,NA,NA
"4ddf93b80527a9aacaecbfc73bbbbf3c","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia",NA
"cc6669d31bc57687068868bc38e8e168","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Slackia",NA
"5d2483fcdf1c4986847de3e278cf54ec","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA
"bba6da0e81f92e0b2af4e957cd69f42e","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium",NA
"24ab30bdaa5f0b7558bdd40ac92a6749","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Olsenella",NA
"24a243c38014e2daa1fadd8c23ec578f","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",NA
"5d02450d6d135a42a76b9cebd8aeca1b","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"cfe8665de06555c2f1879fa05abe1e16","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","EB1017",NA,NA
"ded162d4f6309a2c0b945e34c3dc6240","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","ZA3409c",NA,NA
"8bd62c432fa41c82373116e1be961cc7","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","JdFBGBact",NA,NA
"034d1e3479a7954c8336ed4516f27911","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia",NA
"2af7ff1b527228c51e6f55debcd812d0","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Microthrixaceae",NA,NA
"2968bbd2f1bed94fba20d36da8c92148","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"a74840449d7dc2844174a760dd28d5f6","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","C111",NA,NA
"d409faa1f3f5d6953e79817a72b1e124","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"f17776893c0307a1b6671d0c36fd6f89","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Actinotelluria",NA
"235fe5bb794df42496c51ba4ca6e4907","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA
"5182fdf7d3345d0dcaf7135e4ba0e1e0","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Gordoniaceae","Gordonia",NA
"3ce769f726038894c00afa239ca1f2cb","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Tsukamurellaceae","Tsukamurella",NA
"caeeec070ee6b349dd246a5c7da9cb98","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"403432032a5dcac89b8cb1610988f69e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"19614ec65b604cf18605f72d6a322758","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae",NA,NA
"83d464c1025a7970eda0cadb10d3c79e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae","Dietzia",NA
"005b99f7fb373530cc692abd7f5b7fff","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia",NA
"acce8c2f38eaee289f0d2a7f8b28b301","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Williamsiaceae","Williamsia",NA
"2fc3a470029f7213361373e8b963844a","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus",NA
"d9583cff47361edb254c49a6a2f545e3","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae",NA,NA
"3f31d016886d861f925b4ba42cb9dbfc","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sporichthyaceae",NA,NA
"abe9f357d1e094fd53289778a8cf8a8e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Modestobacter",NA
"662b29eb9082207780e8449c2d3e2f66","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Blastococcus",NA
"811e5887b04705ad7b892c0aa7273f01","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae",NA,NA
"dda6385b08f26dafeb80f7b71eb30977","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum",NA
"29ea681f78aa3f1ba57173761873549e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae",NA,NA
"43862332439d1ca0d5cd7c50afa05595","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter",NA
"af940754025fd4c17fd2d973bb21ad1a","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria",NA
"232f10eab3e5176406408b6e419fe336","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae",NA,NA
"e85e34c0ba855c2e668db26708ee0d4f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",NA
"f345d48833334c088e5d08d97879d156","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia",NA
"da59c6c65637186e818dffc2b219130d","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Microbispora",NA
"c7c44c43c406a1535a49b4e984d83ff4","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA
"0989938841135b8b16300bdc0c3c5ce3","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Citricoccus",NA
"e86e075e100aa50a50731f2ee402feca","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Renibacterium",NA
"dd93bc698bdb8d4a9caa83e404af4bb5","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus",NA
"831eed8eb3482f6eef54b564d0cf6b0e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Yaniellaceae","Yaniella",NA
"99325b8ef47336d2d358feeb45b7423f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum",NA
"1f520fa03af01586362ae696e5477213","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","N09",NA
"9c1454b23d7b9e86ad391e0b238ee420","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"9df776944ab9283a96a1af713edb671f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus",NA
"73222207c9aa1ada3b05d5f5efa4eec0","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia",NA
"25d1232b636c9951b58814d31052467f","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA
"8d29a4b0e2aa4632d98d3b302ea9ef31","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"37eb4a8834c073070113cb558e1e7a65","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae",NA,NA
"8dfc6458e03fc189de2974e6a91852d9","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Scardovia",NA
"3d585cc39056e5b1428fb125468f63b5","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae",NA,NA
"7fbf8fe0357ff398386f5adf23b829e5","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Arsenicicoccus",NA
"765b551efdbf2eb51c1849fe03152f70","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Dermabacter",NA
"93f8f42a5dc282e20d8841181601ec4d","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium",NA
"be7014cf7b7c35ff5df8e517c705ee4f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermatophilaceae",NA,NA
"c10cd83e98fc65bb8119dd34e3a1a6fd","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Phycicoccus",NA
"2d98692d68e9d9ee5061a9d73be01784","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA
"61dd7b74839ed69fd828417f238253ce","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Janibacter",NA
"c12c7ed1bae706e2a1a01e518f63fa3a","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Kytococcus",NA
"ef02508bc53c1f30bf6c5c4d757f12c6","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermacoccaceae","Dermacoccus",NA
"fc3c537f235e36d5db6e133743951ce6","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Serinicoccus",NA
"17a72bb22c94ae4884e69114e47ce8d6","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Cryocola",NA
"b4b5167ab2caf32b198e8cf6852e5595","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Salinibacterium",NA
"3f2da34c63bc3f44448698cdb0ac235f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Frigoribacterium",NA
"6af4d212f89dde9eef4475e129e2e22e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Pseudoclavibacter",NA
"adf5499e722eb91bb03105f654a25d68","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Clavibacter",NA
"ee4012e91d45dbea0be36de52d7422dd","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"6b23fe9265f90255f1504e983bacf0f7","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Aquiluna",NA
"730904e7fcb1f75a3c9999dd0fd3fd16","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"b9f3ee9a930fa078f9d38cb507f4b1c5","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Rhodoluna",NA
"4553a78d1225e5cee4643aeca109cb55","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Planktoluna",NA
"65ec4157d3ea3434a68c20cfe63343f9","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA
"8442f9ebdd61b0cca212a8e7716f1623","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Cryobacterium",NA
"142baf3ba8d8482f0bee66c85ef91ee8","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae",NA,NA
"fde5540f3a06738d19a24a009ffbe803","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium",NA
"3ad1e67519a9c72707cce549f844467d","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Bogoriellaceae","Georgenia",NA
"78391ec38b2539112fa50c2abfd70dac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Xylanimicrobium",NA
"bee1070c4daecfa71253638feb91e5ec","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Cellulosimicrobium",NA
"ab0330ef62b17eb95c43cbe5d2cb7b4a","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Cellulomonas",NA
"644936386519224c503d3730e107cb3b","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineosporia",NA
"fd3de12978ad0ef0ebc9e415455cf649","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Frankiaceae",NA,NA
"ae9bdcecd6b901bfd20559046194bab6","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae",NA,NA
"595e6620db2b74a92c3098a3fd81fa9f","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"6de3e1389252427771a85ed7a686c771","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"a338e44fd324f12c29b9d56716db1ccb","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora",NA
"2ab2f8ba65aaa289362e48de73822456","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"f90f7eae39f7677d971b3e3bf07cd93c","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"a2b33786836220890b2d6eadea652634","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Lentzea",NA
"cdcd9c09b7516a5feaea78c8817b8cd5","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Micromonospora",NA
"8f7351b88293451571e8fdb902c26462","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"6e4bd120ed5328d360e1fa542f1c38a2","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae",NA,NA
"4fce8d4b2b5fa09d10a4db8862f6205e","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae",NA,NA
"2a9f4ff55d91c9037ad369f6da0ef21b","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","ACK-M1",NA,NA
"06afae60730991f036380b59e4884c41","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya",NA
"355c3240c6a55a96ef70dd3701c96392","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",NA
"becd0ff5e5483ec5621ae566bcea766b","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"dbd59eca401c87f493de8ba82dbab4ef","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA
"8a16cec576f251131348a5b156c12ae1","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",NA
"2e42b4e18da978ac46a803cb77526561","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Phytophthora",NA
"f482028017a91b89ed5a7944f911c53f","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Pythium",NA
"b56ca4d6c751fbe86965f4feb1c670ee","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Saprolegnia",NA
"f309f18aa2a9cfb6ab1f718e3e59e931","Bacteria","TM7","TM7-1",NA,NA,NA,NA
"5943764f035e75c849caf6190faf807b","Bacteria","TM7","TM7-3","CW040","F16",NA,NA
"57353a4afe6f753dd10b9c88eae727e3","Bacteria","TM7","TM7-3","CW040",NA,NA,NA
"9c1ea116c61f671f167e44ea8f7d799c","Bacteria","TM7","TM7-3","EW055",NA,NA,NA
"0faa10396298089b1c923a30af3b5211","Bacteria","TM7","TM7-3","Blgi18",NA,NA,NA
"f6a303cdea26c697df35da5eb75b2e28","Bacteria","TM7","TM7-3",NA,NA,NA,NA
"dad33f21d2caff7413364217da5976f8","Bacteria","TM7","SC3",NA,NA,NA,NA
"251d8462d7d085658d5b147e91f57aa6","Bacteria","GN02",NA,NA,NA,NA,NA
"83488735443c05dffdce499a2044776d","Bacteria","GN02","GKS2-174",NA,NA,NA,NA
"ac20b736d06675e30ca8228cf6408fbb","Bacteria","GN02","BD1-5",NA,NA,NA,NA
"26064224806127b66f503242d0add1c7","Bacteria","OP11","OP11-3",NA,NA,NA,NA
"8331f378da81b7b95ceb5501aed6579c","Bacteria","SR1",NA,NA,NA,NA,NA
"ca8df5bae7b00e085cfd61473f7cac50","Bacteria","Kazan-3B-28",NA,NA,NA,NA,NA
"843ff76848946f64ba79a9b8bd1d6577","Bacteria","OD1","SM2F11",NA,NA,NA,NA
"6070f55b2600911235bc3ce148e0ec53","Bacteria","OD1","ZB2",NA,NA,NA,NA
"335da42401a760042f5965be70feee3e","Bacteria","OD1","ABY1",NA,NA,NA,NA
"17d8602b1a6bc85d331940a09941d3df","Bacteria","TM6","SJA-4",NA,NA,NA,NA
"b6536ecc04e276f449f63902b077bcf8","Bacteria","TM6","SJA-4","S1198",NA,NA,NA
"9e52d7351ae4e44c88064a753536d77f","Bacteria","Spirochaetes","[Leptospirae]","[Leptospirales]","Leptospiraceae","Turneriella",NA
"79efa282c10b44f6aab4e8b9ffc008f0","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales",NA,NA,NA
"fe4f6f6f91bab3df1a1ee018f7de1fb1","Bacteria","[Thermi]","Deinococci","Thermales","Thermaceae","Thermus",NA
"6f8b091f6346823e6839051b854083af","Bacteria","[Thermi]","Deinococci","Thermales","Thermaceae","Meiothermus",NA
"9c6504a55f4e67d8fd906fa0ef61ec9a","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","CM44",NA
"9b002288e2fda7ce9fd517ff237b17fa","Bacteria","[Thermi]","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"bf991db3249937049e80d12840efa7dc","Bacteria","[Thermi]","Deinococci","Deinococcales","Trueperaceae","Truepera",NA
"bed78917062efcd23e95b76812a6c4eb","Bacteria","FBP",NA,NA,NA,NA,NA
"da711b6ba715121120acd53a803a3443","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia",NA
"a9ab637ae7e27f2645abc90a1ad525c6","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae",NA,NA
"bdb9e5f6c41c701ec4b3bc754f1fde53","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"bc693438bb9d3fdc366638fbab43ba9d","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales",NA,NA,NA
"e2acaceaf90420aae741971ab21c4f74","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium",NA
"7984f1cd22e30fdf65fd3e4c5038e853","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"b6b74e03191cdd6ae76c2fd062614875","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae",NA,NA
"94ec534ce537f38147bb9356127d4305","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","u114",NA
"d55fb47f4ad1c5e19e99cd4f8f761658","Bacteria","Tenericutes","Mollicutes",NA,NA,NA,NA
"81a42baba8c885ce198e1056017046f9","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus",NA
"41674638404a842852744d9c947b5d91","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae",NA,NA
"7cac7edb2f911454101b891c1684fd55","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas",NA
"386f5357fc44cc312b2b4d483183b388","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"a2a5b0a995a10d37d86a4b7e9fe5b1a1","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,NA
"ff079b1807b2b497acb47f1f6f9d918e","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"8f209858f90a5316bdd7c68c1a5a3fe5","Bacteria","Chloroflexi","Anaerolineae","SBR1031","oc28",NA,NA
"55976aab162488d012b9f5078898300c","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","SHD-231",NA
"3f9ad07a488e639d0d72f7fb70a8d9bd","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA
"ed4787be294c1ce87c477adab36c6bc5","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"9ef05ac4af62389f6294d012713e28cc","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"7f5acda825f580685958e3ccddc5d3cd","Bacteria","Gemmatimonadetes","Gemm-3",NA,NA,NA,NA
"254df734c39d078c2b1d0390f2d31dda","Bacteria","Chloroflexi","TK10","AKYG885","Dolo_23",NA,NA
"61aa8fe88d0344da5973472579adf281","Bacteria","Chloroflexi","Chloroflexi","AKIW781",NA,NA,NA
"f5ad00eac84f41178913625dcded3077","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA,NA
"aec8f3051e5d262a1c9c8a3e417c8f39","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae",NA,NA
"d763b47f23913885f48446528305e98b","Bacteria","Chloroflexi","S085",NA,NA,NA,NA
"bfb70a0414bb8c680938cb7fc811c27f","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA,NA
"82d90f72b4b0d1cea33b06e811d0bea5","Bacteria","Chloroflexi","Ellin6529",NA,NA,NA,NA
"eb1c93729189fff05bf13c82b1578da8","Bacteria","Chloroflexi","Chloroflexi","[Roseiflexales]","[Kouleothrixaceae]",NA,NA
"712f71c93f0e9541f527df1295137f7d","Bacteria","Armatimonadetes","OS-L",NA,NA,NA,NA
"bc5d67428424276952a9c775d9c8cd2b","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]","[Fimbriimonadaceae]",NA,NA
"fed7656c93b916511228c1ac8c696646","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",NA
"d8d1cf37c164492f70c8a1c99ee8b9c9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium",NA
"193c757ad95c92ef30e768d9337dd31b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA
"837db9efa7c388ac65d7c49853d8335d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"b167ad9fdf6c2158e6e90d7756049242","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA
"5a6289b8068d8b7722dafb10cc3d0b76","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger",NA
"49604f52e41c084476c1e4f2574206dd","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
"555ce978698742a59a9b7bd8d48c1bed","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus",NA
"5dcb91ca182996deb829f2ee434a2cba","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"72e13e0f17042b82a80609c0680ed7ea","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"8195865d2b7f601451cd3e77bdf7d33f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium",NA
"27e3af8fc9e75b1986b218223f1c9b7b","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA,NA
"035de8a1c8e5f8f0f0203db152505aab","Bacteria","[Caldithrix]","KSB1","Ucn15732",NA,NA,NA
"5f451ea91f89413c8b4b799a0f6796ef","Bacteria","WPS-2",NA,NA,NA,NA,NA
"fb42b14e9d9fc5fbfba3b5241690dc84","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus",NA
"6f05bbb7b495e6ffda5b2dacaf47c75c","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus",NA
